issue,year,n,prop,prop_lib,prop_cons
pornlaw,2002,902,0.052106430155210645,0.07860262008733625,0.04406779661016949
premarsx,2002,885,0.6440677966101694,0.8,0.5096153846153846
racmar,2002,916,0.9039301310043668,0.9254385964912281,0.8790849673202614
racpush,2002,846,0.640661938534279,0.7405660377358491,0.5774647887323944
sexeduc,2002,890,0.8842696629213483,0.9529914529914529,0.7824675324675324
spanking,2002,899,0.26696329254727474,0.3628691983122363,0.2
spkath,2002,916,0.7751091703056768,0.8370044052863436,0.7147540983606557
spkcom,2002,902,0.70509977827051,0.8088888888888889,0.6732673267326733
spkhomo,2002,910,0.8483516483516483,0.9035087719298246,0.8098360655737705
spkmil,2002,911,0.6970362239297475,0.7709251101321586,0.6423841059602649
spkrac,2002,900,0.6422222222222222,0.7232142857142857,0.6174496644295302
suicide1,2002,888,0.5900900900900901,0.7136752136752137,0.5161290322580645
suicide2,2002,896,0.08482142857142858,0.14042553191489363,0.06752411575562701
suicide3,2002,898,0.08797327394209355,0.15319148936170213,0.07051282051282051
suicide4,2002,895,0.15195530726256984,0.2297872340425532,0.11290322580645161
teensex,2002,890,0.12921348314606743,0.21304347826086956,0.07643312101910828
twoincs1,2002,777,0.8597168597168597,NA,NA
wrkwayup,2002,779,0.1527599486521181,0.29441624365482233,0.08664259927797834
xmarsex,2002,907,0.0639470782800441,0.08928571428571429,0.04262295081967213
abany,2004,853,0.4056271981242673,0.5868544600938967,0.2857142857142857
abdefect,2004,856,0.7289719626168224,0.8564814814814815,0.6133333333333333
abhlth,2004,863,0.8597914252607184,0.9311926605504587,0.7986798679867987
abnomore,2004,862,0.4176334106728538,0.5767441860465117,0.29545454545454547
abpoor,2004,858,0.41025641025641024,0.6481481481481481,0.27
abrape,2004,854,0.7622950819672131,0.8691588785046729,0.6611295681063123
absingle,2004,866,0.40877598152424943,0.6074766355140186,0.2819672131147541
affrmact,2004,864,0.16898148148148148,0.23414634146341465,0.10638297872340426
cappun,2004,1257,0.3198090692124105,0.44966442953020136,0.24295010845986983
colath,2004,873,0.6506300114547537,0.7348837209302326,0.627831715210356
colcom,2004,866,0.6558891454965358,0.7155963302752294,0.6291390728476821
colhomo,2004,886,0.801354401805869,0.8858447488584474,0.7451612903225806
colmil,2004,875,0.5451428571428572,0.6027397260273972,0.540453074433657
colrac,2004,878,0.4783599088838269,0.5185185185185185,0.4675324675324675
fefam,2004,894,0.6241610738255033,0.7935779816513762,0.5449101796407185
fehire,2004,395,0.7265822784810126,0.7708333333333334,0.6114649681528662
fejobaff,2004,441,0.2471655328798186,0.26605504587155965,0.19254658385093168
grass,2004,802,0.3640897755610973,0.5139664804469274,0.284789644012945
gunlaw,2004,891,0.7957351290684624,0.8772727272727273,0.732484076433121
helpblk,2004,581,0.22030981067125646,0.42276422764227645,0.1145374449339207
helppoor,2004,455,0.5164835164835165,0.7596153846153846,0.3048128342245989
helpsick,2004,590,0.7711864406779662,0.8910256410256411,0.6208530805687204
homosex,2004,868,0.37672811059907835,0.6192660550458715,0.25163398692810457
letdie1,2004,871,0.6842709529276694,0.8018433179723502,0.5944272445820433
libath,2004,883,0.7474518686296716,0.7926267281105991,0.7188498402555911
libcom,2004,881,0.7150964812712827,0.776255707762557,0.6752411575562701
libhomo,2004,887,0.7361894024802705,0.8045454545454546,0.6913183279742765
libmil,2004,880,0.6988636363636364,0.7096774193548387,0.6987179487179487
librac,2004,885,0.6711864406779661,0.6926605504587156,0.6591639871382636
marasian,2004,418,0.6244019138755981,0.7096774193548387,0.5284090909090909
marblk,2004,469,0.5053304904051172,0.6190476190476191,0.3958333333333333
marhisp,2004,415,0.6289156626506024,0.6702127659574468,0.5502958579881657
marhomo,2004,1011,0.34718100890207715,NA,NA
marwht,2004,538,0.9405204460966543,0.9349593495934959,0.9336283185840708
pillok,2004,885,0.5570621468926553,0.7050691244239631,0.44744744744744747
polabuse,2004,849,0.9222614840989399,0.9322916666666666,0.9211356466876972
polattak,2004,857,0.10618436406067679,0.10204081632653061,0.10903426791277258
polescap,2004,816,0.27328431372549017,0.32786885245901637,0.2549019607843137
polhitok,2004,820,0.2951219512195122,0.291005291005291,0.2459016393442623
polmurdr,2004,843,0.896797153024911,0.8936170212765957,0.9022082018927445
pornlaw,2004,869,0.04257767548906789,0.03571428571428571,0.03669724770642202
premarsx,2004,883,0.6409966024915063,0.8264840182648402,0.525679758308157
racopen,2004,881,0.6719636776390465,0.7660550458715596,0.6363636363636364
sexeduc,2004,893,0.9025755879059351,0.958904109589041,0.8408408408408409
spanking,2004,897,0.2697881828316611,0.38073394495412843,0.20958083832335328
spkath,2004,889,0.7750281214848144,0.7954545454545454,0.7948717948717948
spkcom,2004,880,0.7079545454545455,0.7647058823529411,0.7012987012987013
spkhomo,2004,890,0.8426966292134831,0.8954545454545455,0.8115015974440895
spkmil,2004,887,0.6764374295377678,0.7397260273972602,0.6741214057507987
spkrac,2004,887,0.6279594137542277,0.6484018264840182,0.6527331189710611
suicide1,2004,875,0.6114285714285714,0.7511520737327189,0.5341614906832298
suicide2,2004,896,0.11272321428571429,0.18518518518518517,0.08333333333333333
suicide3,2004,895,0.1217877094972067,0.2037037037037037,0.08656716417910448
suicide4,2004,886,0.17720090293453725,0.27488151658767773,0.13392857142857142
teensex,2004,895,0.14860335195530727,0.26146788990825687,0.08928571428571429
wrkwayup,2004,755,0.1827814569536424,0.3485714285714286,0.1118421052631579
xmarsex,2004,887,0.07102593010146561,0.11926605504587157,0.04113924050632911
abany,2006,1939,0.4043321299638989,0.6264822134387352,0.28721804511278193
abdefect,2006,1920,0.7421875,0.8557312252964426,0.6224961479198767
abhlth,2006,1925,0.8789610389610389,0.932806324110672,0.8138461538461539
abnomore,2006,1925,0.42493506493506494,0.6487025948103793,0.2878787878787879
abpoor,2006,1928,0.4263485477178423,0.6282306163021869,0.31825037707390647
abrape,2006,1912,0.7756276150627615,0.8662674650698603,0.6883720930232559
absingle,2006,1936,0.40134297520661155,0.6182902584493042,0.27710843373493976
advfront,2006,1806,0.8992248062015504,0.9322381930184805,0.8881685575364667
affrmact,2006,1904,0.17016806722689076,0.2485089463220676,0.11128284389489954
cappun,2006,2815,0.33037300177619894,0.47240915208613726,0.23596673596673598
colath,2006,1948,0.6247433264887063,0.7563352826510721,0.5572289156626506
colcom,2006,1903,0.6316342616920652,0.7504990019960079,0.5923076923076923
colhomo,2006,1957,0.7899846704138989,0.87279843444227,0.7278195488721805
colmil,2006,1943,0.5409161091096243,0.6829745596868885,0.4962178517397882
colrac,2006,1951,0.48026652998462327,0.5694716242661448,0.4272863568215892
fefam,2006,1968,0.6422764227642277,0.7385496183206107,0.5313935681470138
fehire,2006,861,0.7479674796747967,0.7688888888888888,0.6587837837837838
fejobaff,2006,962,0.340956340956341,0.3840304182509506,0.2802547770700637
grass,2006,1828,0.3676148796498906,0.5072463768115942,0.26391096979332274
gunlaw,2006,1963,0.7987773815588385,0.8372549019607843,0.7581602373887241
helpblk,2006,1286,0.27682737169517885,0.4444444444444444,0.16390041493775934
helppoor,2006,1043,0.5493767976989453,0.734982332155477,0.35324675324675325
helpsick,2006,1330,0.7759398496240602,0.8851174934725848,0.6031746031746031
homosex,2006,1908,0.39832285115303984,0.6215139442231076,0.25229357798165136
letdie1,2006,1925,0.68,0.7543520309477756,0.5841121495327103
libath,2006,1972,0.7363083164300203,0.8190661478599222,0.674074074074074
libcom,2006,1961,0.6955634880163182,0.79296875,0.6607142857142857
libhomo,2006,1966,0.7604272634791455,0.8424124513618677,0.7134328358208956
libmil,2006,1966,0.6993896236012207,0.783203125,0.6597325408618128
librac,2006,1968,0.663109756097561,0.735812133072407,0.6166419019316494
marasian,2006,978,0.6523517382413088,0.7569721115537849,0.5652173913043478
marblk,2006,1079,0.5523632993512512,0.6937269372693727,0.43640897755610975
marhisp,2006,1031,0.6605237633365665,0.7675276752767528,0.5733333333333334
marhomo,2006,1722,0.40534262485482,0.6556291390728477,0.22591362126245848
marwht,2006,1215,0.951440329218107,0.9433333333333334,0.9594594594594594
obeylaw,2006,1508,0.47015915119363394,0.5609137055837563,0.3934065934065934
pillok,2006,1956,0.5470347648261759,0.6800766283524904,0.3948170731707317
polabuse,2006,1923,0.9292771710868435,0.9334637964774951,0.9155145929339478
polattak,2006,1949,0.10826064648537712,0.14563106796116504,0.08520179372197309
polescap,2006,1867,0.26941617568291376,0.3125,0.19409937888198758
polhitok,2006,1872,0.33760683760683763,0.36072144288577157,0.2772585669781931
polmurdr,2006,1916,0.877348643006263,0.871031746031746,0.8734756097560976
pornlaw,2006,1967,0.0340620233858668,0.05182341650671785,0.01791044776119403
premarsx,2006,1937,0.6510067114093959,0.7954110898661568,0.5131782945736434
racopen,2006,1895,0.7139841688654354,0.7791164658634538,0.6464174454828661
sexeduc,2006,1962,0.8934760448521917,0.9543726235741445,0.8058103975535168
spanking,2006,1970,0.2766497461928934,0.3422562141491396,0.2318181818181818
spkath,2006,1991,0.7800100452034153,0.8466019417475729,0.7404129793510325
spkcom,2006,1962,0.682466870540265,0.7701375245579568,0.6646795827123696
spkhomo,2006,1961,0.8337582865884753,0.896484375,0.7850746268656716
spkmil,2006,1968,0.6697154471544715,0.7626459143968871,0.6316568047337278
spkrac,2006,1976,0.6255060728744939,0.7093023255813954,0.5890207715133531
suicide1,2006,1923,0.607904316172647,0.7359223300970874,0.521875
suicide2,2006,1973,0.0902179422199696,0.16,0.07110438729198185
suicide3,2006,1964,0.08757637474541752,0.15221579961464354,0.06676783004552352
suicide4,2006,1949,0.16316059517701384,0.25096525096525096,0.11908396946564885
teensex,2006,1967,0.1235383833248602,0.19274809160305342,0.0622154779969651
wrkwayup,2006,1716,0.168997668997669,0.3236607142857143,0.1097972972972973
xmarsex,2006,1975,0.07949367088607595,0.13137254901960785,0.04888888888888889
abany,2008,1298,0.423728813559322,0.6239067055393586,0.2685851318944844
abdefect,2008,1273,0.7478397486252946,0.8587896253602305,0.6178660049627791
abhlth,2008,1285,0.8918287937743191,0.9455587392550143,0.8366336633663366
abnomore,2008,1295,0.4471042471042471,0.6374269005847953,0.28019323671497587
abpoor,2008,1297,0.42868157286044717,0.6213872832369942,0.25783132530120484
abrape,2008,1280,0.7671875,0.8591954022988506,0.6354679802955665
absingle,2008,1301,0.41199077632590314,0.5982658959537572,0.25240384615384615
advfront,2008,1432,0.8791899441340782,0.8880208333333334,0.8574380165289256
affrmact,2008,1255,0.1752988047808765,0.28273809523809523,0.10141509433962265
cappun,2008,1902,0.3359621451104101,0.4961089494163424,0.23064770932069512
colath,2008,1305,0.6245210727969349,0.74,0.5408653846153846
colcom,2008,1283,0.6102883865939205,0.7383720930232558,0.5207823960880196
colhomo,2008,1319,0.8021228203184231,0.8929577464788733,0.7344497607655502
colmil,2008,1299,0.5250192455735181,0.6332378223495702,0.4552058111380145
colmslm,2008,1321,0.3065859197577593,0.43342776203966005,0.24761904761904763
colrac,2008,1305,0.46590038314176246,0.5114285714285715,0.4178743961352657
fefam,2008,1308,0.632262996941896,0.7521613832853026,0.5113636363636364
fehire,2008,611,0.7135842880523732,0.7905405405405406,0.5933014354066986
fejobaff,2008,610,0.3344262295081967,0.367816091954023,0.270935960591133
grass,2008,1247,0.39775461106655974,0.5648148148148148,0.2649164677804296
gunlaw,2008,1333,0.7876969242310577,0.8591549295774648,0.7216981132075472
helpblk,2008,868,0.2672811059907834,0.5235849056603774,0.11006289308176101
helppoor,2008,765,0.5686274509803921,0.8177570093457944,0.3273381294964029
helpsick,2008,947,0.7634635691657867,0.9054545454545454,0.5548172757475083
homosex,2008,1269,0.4507486209613869,0.7222222222222222,0.2456575682382134
hubbywk1,2008,1075,0.6511627906976745,0.7653061224489796,0.5173410404624278
letdie1,2008,618,0.6731391585760518,0.8097826086956522,0.5621890547263682
libath,2008,1315,0.7315589353612167,0.8153409090909091,0.684964200477327
libcom,2008,1309,0.6875477463712758,0.7768361581920904,0.6763285024154589
libhomo,2008,1324,0.7628398791540786,0.8619718309859155,0.6954436450839329
libmil,2008,1308,0.7003058103975535,0.7620396600566572,0.6834532374100719
librac,2008,1314,0.6514459665144596,0.7337110481586402,0.6247030878859857
marasian,2008,644,0.6863354037267081,0.7763975155279503,0.6192468619246861
marblk,2008,707,0.5997171145685997,0.7613636363636364,0.5
marhisp,2008,668,0.687125748502994,0.7865853658536586,0.6048387096774194
marhomo,2008,1166,0.45454545454545453,0.7602523659305994,0.22371967654986524
marwht,2008,775,0.9483870967741935,0.9510869565217391,0.9471947194719472
pillok,2008,634,0.5615141955835962,0.7567567567567568,0.4142857142857143
polabuse,2008,1319,0.9044730856709629,0.9053254437869822,0.8967889908256881
polattak,2008,1350,0.11185185185185186,0.1308139534883721,0.09534368070953436
polescap,2008,1317,0.25816249050873197,0.3273809523809524,0.2018140589569161
polhitok,2008,640,0.3078125,0.3192771084337349,0.20574162679425836
polmurdr,2008,1327,0.8575734740015072,0.844574780058651,0.8435374149659864
pornlaw,2008,1359,0.037527593818984545,0.028735632183908046,0.037527593818984545
premarsx,2008,1293,0.6945088940448569,0.86,0.5483870967741935
racopen,2008,1279,0.7326035965598123,0.8294117647058824,0.6755447941888619
sexeduc,2008,1303,0.908672294704528,0.9573863636363636,0.8545034642032333
spanking,2008,1308,0.27370030581039756,0.3681159420289855,0.19954648526077098
spkath,2008,1336,0.7642215568862275,0.8591549295774648,0.7264150943396226
spkcom,2008,1316,0.6641337386018237,0.7755681818181818,0.6273584905660378
spkhomo,2008,1322,0.829803328290469,0.9103641456582633,0.7956730769230769
spkmil,2008,1319,0.6603487490523123,0.7352112676056338,0.6507177033492823
spkmslm,2008,1328,0.4269578313253012,0.5722379603399433,0.39243498817966904
spkrac,2008,1326,0.5980392156862745,0.6666666666666666,0.5813397129186603
suicide1,2008,1281,0.6026541764246682,0.7586206896551724,0.518957345971564
suicide2,2008,1309,0.08479755538579067,0.13505747126436782,0.058823529411764705
suicide3,2008,1309,0.09702062643239114,0.16521739130434782,0.07657657657657657
suicide4,2008,1294,0.1723338485316847,0.26956521739130435,0.13761467889908258
teensex,2008,1318,0.13657056145675264,0.22507122507122507,0.0835214446952596
wrkwayup,2008,1143,0.15660542432195976,0.265993265993266,0.0975
xmarsex,2008,1328,0.07228915662650602,0.1457142857142857,0.03537735849056604
abany,2010,1230,0.43658536585365854,0.6239067055393586,0.29562982005141386
abdefect,2010,1225,0.7518367346938776,0.855072463768116,0.6201550387596899
abhlth,2010,1224,0.8709150326797386,0.9310344827586207,0.786096256684492
abnomore,2010,1223,0.47996729354047424,0.6754385964912281,0.33246753246753247
abpoor,2010,1231,0.45491470349309504,0.6289855072463768,0.3273657289002558
abrape,2010,1235,0.7991902834008097,0.8985507246376812,0.6640625
absingle,2010,1228,0.42671009771986973,0.6088235294117647,0.29770992366412213
advfront,2010,652,0.8696319018404908,0.9052631578947369,0.7881773399014779
affrmact,2010,1350,0.20296296296296296,0.28851540616246496,0.13347921225382933
cappun,2010,1921,0.3248308172826653,0.4608208955223881,0.2364217252396166
colath,2010,1240,0.6185483870967742,0.7138728323699421,0.5732323232323232
colcom,2010,1213,0.6397361912613355,0.7456140350877193,0.5931758530183727
colhomo,2010,1255,0.847808764940239,0.8771428571428571,0.8333333333333334
colmil,2010,1245,0.5831325301204819,0.6657142857142857,0.5794871794871795
colmslm,2010,1254,0.3277511961722488,0.42363112391930835,0.3106060606060606
colrac,2010,1246,0.4767255216693419,0.5272206303724928,0.46035805626598464
fefam,2010,1418,0.6396332863187588,0.741514360313316,0.5431578947368421
fehire,2010,625,0.7504,0.7325581395348837,0.6666666666666666
fejobaff,2010,693,0.3246753246753247,0.38764044943820225,0.2701612903225806
grass,2010,1259,0.4789515488482923,0.6475409836065574,0.34577114427860695
gunlaw,2010,1271,0.7450826121164438,0.8238636363636364,0.69
helpblk,2010,917,0.2606324972737186,0.38524590163934425,0.147239263803681
helppoor,2010,743,0.5074024226110363,0.7607655502392344,0.2579505300353357
helpsick,2010,904,0.6924778761061947,0.887719298245614,0.4463087248322148
homosex,2010,1223,0.5036794766966476,0.6862170087976539,0.3282051282051282
letdie1,2010,1389,0.6789056875449964,0.7857142857142857,0.576017130620985
libath,2010,1259,0.7450357426528992,0.8386167146974063,0.6750629722921915
libcom,2010,1243,0.7047465808527755,0.8011527377521613,0.6598984771573604
libhomo,2010,1258,0.7829888712241654,0.8385269121813032,0.7353689567430025
libmil,2010,1258,0.7162162162162162,0.7771428571428571,0.6919191919191919
librac,2010,1257,0.6626889419252188,0.7357954545454546,0.5913705583756346
marasian,2010,678,0.7330383480825958,0.8248587570621468,0.6788617886178862
marblk,2010,741,0.650472334682861,0.7868852459016393,0.5613382899628253
marhisp,2010,686,0.7244897959183674,0.8241758241758241,0.6708333333333333
marhomo,2010,1095,0.5351598173515981,0.7684887459807074,0.28450704225352114
marwht,2010,821,0.9354445797807551,0.9365853658536586,0.9306930693069307
pillok,2010,1404,0.5854700854700855,0.7467362924281984,0.4148936170212766
polabuse,2010,1346,0.9063893016344725,0.9153846153846154,0.8958333333333334
polattak,2010,1352,0.13979289940828402,0.14690721649484537,0.11832946635730858
polescap,2010,1314,0.302130898021309,0.34656084656084657,0.26004728132387706
polhitok,2010,1298,0.3258859784283513,0.36,0.25301204819277107
polmurdr,2010,1331,0.8572501878287002,0.8831168831168831,0.8392434988179669
pornlaw,2010,1365,0.040293040293040296,0.050761421319796954,0.03917050691244239
premarsx,2010,1404,0.7001424501424501,0.8522427440633246,0.5520169851380042
racopen,2010,1223,0.7489779231398201,0.8260869565217391,0.6632124352331606
sexeduc,2010,1410,0.8957446808510638,0.9451697127937336,0.815677966101695
spanking,2010,1417,0.30628087508821455,0.4424083769633508,0.23789473684210527
spkath,2010,1268,0.7539432176656151,0.7960339943342776,0.7655860349127181
spkcom,2010,1242,0.6594202898550725,0.7327586206896551,0.6742424242424242
spkhomo,2010,1258,0.8664546899841018,0.9121813031161473,0.8481012658227848
spkmil,2010,1258,0.6875993640699523,0.7514285714285714,0.6934673366834171
spkmslm,2010,1264,0.4177215189873418,0.5057471264367817,0.40350877192982454
spkrac,2010,1259,0.5861795075456712,0.6267806267806267,0.5843828715365239
suicide1,2010,1377,0.6056644880174292,0.7324324324324324,0.49786324786324787
suicide2,2010,1406,0.11095305832147938,0.152,0.09453781512605042
suicide3,2010,1403,0.1090520313613685,0.16533333333333333,0.0863157894736842
suicide4,2010,1389,0.18646508279337654,0.28065395095367845,0.1419491525423729
teensex,2010,1419,0.1733615221987315,0.2736842105263158,0.1192468619246862
wrkwayup,2010,1237,0.18755052546483428,0.34049079754601225,0.10638297872340426
xmarsex,2010,1263,0.08471892319873317,0.12,0.06015037593984962
abany,2012,1248,0.4439102564102564,0.6296296296296297,0.30423940149625933
abdefect,2012,1232,0.7459415584415584,0.830945558739255,0.6124031007751938
abhlth,2012,1229,0.8812042310821806,0.9340974212034384,0.8255208333333334
abnomore,2012,1246,0.46308186195826645,0.6410256410256411,0.32
abpoor,2012,1240,0.442741935483871,0.6275071633237822,0.3117206982543641
abrape,2012,1230,0.765040650406504,0.8213256484149856,0.649616368286445
absingle,2012,1246,0.42776886035313,0.6103151862464183,0.3052109181141439
advfront,2012,950,0.8589473684210527,0.8976377952755905,0.808695652173913
affrmact,2012,1221,0.19492219492219492,0.2668711656441718,0.11315789473684211
cappun,2012,1824,0.3514254385964912,0.4949698189134809,0.25671140939597314
colath,2012,1267,0.6456195737963694,0.75,0.6108374384236454
colcom,2012,1213,0.6628194558944766,0.7867435158501441,0.6214833759590793
colhomo,2012,1273,0.8491751767478397,0.9073033707865169,0.8222222222222222
colmil,2012,1269,0.5831363278171788,0.6676136363636364,0.5517241379310345
colmslm,2012,1270,0.3346456692913386,0.42450142450142453,0.3022113022113022
colrac,2012,1272,0.4803459119496855,0.543661971830986,0.47804878048780486
fefam,2012,1285,0.688715953307393,0.8045977011494253,0.5736434108527132
fehire,2012,569,0.7311072056239016,0.7448275862068966,0.6290322580645161
fejobaff,2012,628,0.34554140127388533,0.32978723404255317,0.2558139534883721
grass,2012,1234,0.47487844408427876,0.6181818181818182,0.35108958837772397
gunlaw,2012,1283,0.7357755261106781,0.8174157303370787,0.6479217603911981
helpblk,2012,888,0.23648648648648649,0.45021645021645024,0.09969788519637462
helppoor,2012,714,0.5,0.7560975609756098,0.25555555555555554
helpsick,2012,887,0.6899661781285231,0.9,0.39372822299651566
homosex,2012,1239,0.5125100887812752,0.7020057306590258,0.3333333333333333
hubbywk1,2012,1054,0.7267552182163188,0.8187919463087249,0.6304347826086957
letdie1,2012,1250,0.6784,0.7692307692307693,0.5774278215223098
libath,2012,1275,0.7631372549019608,0.8375350140056023,0.7292682926829268
libcom,2012,1254,0.7328548644338118,0.8062678062678063,0.7029702970297029
libhomo,2012,1278,0.7879499217527387,0.8668555240793201,0.7292682926829268
libmil,2012,1271,0.7293469708890638,0.7960339943342776,0.6861313868613139
librac,2012,1262,0.6561014263074485,0.6929577464788732,0.6410891089108911
marasian,2012,587,0.7512776831345827,0.8145695364238411,0.717948717948718
marblk,2012,626,0.6549520766773163,0.7947019867549668,0.5458937198067633
marhisp,2012,597,0.7671691792294807,0.8410596026490066,0.7
marhomo,2012,1135,0.5621145374449339,0.7831325301204819,0.31197771587743733
marwht,2012,707,0.9504950495049505,0.9461077844311377,0.9634146341463414
pillok,2012,1269,0.5681639085894405,0.7441860465116279,0.4097938144329897
polabuse,2012,1299,0.9037721324095458,0.9373219373219374,0.8860465116279069
polattak,2012,1314,0.11948249619482496,0.14204545454545456,0.0958904109589041
polescap,2012,1276,0.25783699059561127,0.30144927536231886,0.20941176470588235
polhitok,2012,1279,0.31196247068021893,0.34017595307917886,0.24186046511627907
polmurdr,2012,1298,0.8520801232665639,0.8657142857142858,0.8498845265588915
pornlaw,2012,1323,0.03250188964474679,0.03389830508474576,0.03619909502262444
premarsx,2012,1255,0.7250996015936255,0.8731988472622478,0.577023498694517
racopen,2012,1264,0.7357594936708861,0.7960339943342776,0.6691542288557214
sexeduc,2012,1274,0.9081632653061225,0.9538904899135446,0.8151041666666666
spanking,2012,1277,0.29522317932654657,0.42485549132947975,0.20565552699228792
spkath,2012,1292,0.7825077399380805,0.8403361344537815,0.7397590361445783
spkcom,2012,1257,0.6857597454256166,0.7586206896551724,0.6716417910447762
spkhomo,2012,1277,0.8786217697729053,0.923728813559322,0.8493827160493828
spkmil,2012,1282,0.6965678627145085,0.7584269662921348,0.6731234866828087
spkmslm,2012,1282,0.44383775351014043,0.53954802259887,0.4029126213592233
spkrac,2012,1276,0.6003134796238244,0.6302521008403361,0.5906862745098039
suicide1,2012,1257,0.5902943516308672,0.7288629737609329,0.4973821989528796
suicide2,2012,1271,0.11329661683713611,0.1826086956521739,0.10880829015544041
suicide3,2012,1271,0.11014948859166011,0.17101449275362318,0.10539845758354756
suicide4,2012,1256,0.1910828025477707,0.27941176470588236,0.17277486910994763
teensex,2012,1283,0.17459080280592362,0.2811594202898551,0.10432569974554708
twoincs1,2012,960,0.8552083333333333,0.8996138996138996,0.7552447552447552
wrkwayup,2012,1089,0.1854912764003673,0.36551724137931035,0.07580174927113703
xmarsex,2012,1284,0.08021806853582554,0.12,0.05542168674698795
abany,2014,1653,0.4513006654567453,0.6806167400881057,0.2908745247148289
abdefect,2014,1633,0.7538273116962645,0.8871681415929203,0.6238003838771593
abhlth,2014,1647,0.8816029143897997,0.9536423841059603,0.8164435946462715
abnomore,2014,1642,0.47503045066991473,0.6873614190687362,0.3111954459203036
abpoor,2014,1647,0.45719489981785066,0.6815144766146993,0.3068181818181818
abrape,2014,1629,0.7833026396562308,0.8827433628318584,0.6551724137931034
absingle,2014,1651,0.4318594791035736,0.6614699331848553,0.2803030303030303
advfront,2014,1213,0.8301731244847486,0.8885135135135135,0.7754569190600522
affrmact,2014,1592,0.19032663316582915,0.3075060532687651,0.1245136186770428
cappun,2014,2379,0.35687263556116017,0.5318471337579618,0.23311258278145697
colath,2014,1675,0.66805970149253735,0.75764192139738,0.631578947368421
colcom,2014,1625,0.6676923076923077,0.7405764966740577,0.6038461538461538
colhomo,2014,1686,0.8849347568208779,0.9393939393939394,0.8609022556390977
colmil,2014,1664,0.5973557692307693,0.6710526315789473,0.5730337078651685
colmslm,2014,1686,0.33155397390272834,0.4117647058823529,0.31666666666666665
colrac,2014,1683,0.47771836007130125,0.461038961038961,0.49534450651769085
fefam,2014,1655,0.6888217522658611,0.7708333333333334,0.6161228406909789
fehire,2014,768,0.765625,0.8211009174311926,0.6888888888888889
fejobaff,2014,790,0.33544303797468356,0.42487046632124353,0.2518796992481203
grass,2014,1574,0.5527318932655655,0.7580246913580246,0.4
gunlaw,2014,1693,0.7229769639692853,0.8073593073593074,0.62708719851577
helpblk,2014,1117,0.26410026857654434,0.4942084942084942,0.14824120603015076
helppoor,2014,943,0.5121951219512195,0.7530864197530864,0.2824207492795389
helpsick,2014,1107,0.6531165311653117,0.8821656050955414,0.38591549295774646
homosex,2014,1651,0.5614778921865536,0.7620087336244541,0.38257575757575757
letdie1,2014,1617,0.6932591218305504,0.7863849765258216,0.6011787819253438
libath,2014,1690,0.7763313609467456,0.8562091503267973,0.7314814814814815
libcom,2014,1668,0.7314148681055156,0.8096280087527352,0.6973684210526315
libhomo,2014,1688,0.8116113744075829,0.8934782608695652,0.74487895716946
libmil,2014,1677,0.7137745974955277,0.7838427947598253,0.6835205992509363
librac,2014,1683,0.6399286987522281,0.6630434782608695,0.664804469273743
marasian,2014,760,0.7907894736842105,0.8624338624338624,0.7338709677419355
marblk,2014,814,0.7162162162162162,0.8274111675126904,0.6236162361623616
marhisp,2014,777,0.803088803088803,0.8871794871794871,0.7341269841269841
marhomo,2014,1505,0.6345514950166113,0.8333333333333334,0.4343220338983051
marwht,2014,898,0.9409799554565702,0.9641025641025641,0.9314641744548287
pillok,2014,1635,0.581651376146789,0.7347417840375586,0.43243243243243246
polabuse,2014,1656,0.9106280193236715,0.9307875894988067,0.8783783783783784
polattak,2014,1662,0.12454873646209386,0.11893203883495146,0.1147227533460803
polescap,2014,1595,0.32539184952978056,0.3358395989974937,0.26429980276134124
polhitok,2014,1609,0.33934120571783716,0.2916666666666667,0.27524752475247527
polmurdr,2014,1653,0.8542044767090139,0.8795180722891566,0.8463035019455253
pornlaw,2014,1676,0.042362768496420046,0.05463182897862233,0.047619047619047616
premarsx,2014,1648,0.7360436893203883,0.8484848484848485,0.609942638623327
racopen,2014,1663,0.7528562838244137,0.8406113537117904,0.6666666666666666
sexeduc,2014,1658,0.9107358262967431,0.9607390300230947,0.8304761904761905
spanking,2014,1659,0.3037974683544304,0.4385150812064965,0.23282442748091603
spkath,2014,1696,0.7930424528301887,0.8531317494600432,0.7800369685767098
spkcom,2014,1660,0.6963855421686747,0.7792494481236203,0.6992481203007519
spkhomo,2014,1691,0.8935541099940864,0.9503239740820735,0.8603351955307262
spkmil,2014,1689,0.7069271758436945,0.7869565217391304,0.6920222634508348
spkmslm,2014,1693,0.44181925575900766,0.5466377440347071,0.43148148148148147
spkrac,2014,1692,0.6111111111111112,0.6344086021505376,0.6431226765799256
suicide1,2014,1632,0.602328431372549,0.7183098591549296,0.5106796116504855
suicide2,2014,1650,0.12121212121212122,0.17330210772833723,0.10597302504816955
suicide3,2014,1639,0.12019524100061013,0.15764705882352942,0.10404624277456648
suicide4,2014,1636,0.2017114914425428,0.2914691943127962,0.17248062015503876
teensex,2014,1666,0.1842737094837935,0.32407407407407407,0.10056925996204934
wrkwayup,2014,1421,0.20971147079521463,0.4075067024128686,0.10515021459227468
xmarsex,2014,1697,0.08485562757807896,0.13347921225382933,0.06261510128913444
abany,2016,1810,0.46243093922651934,0.6947791164658634,0.2719594594594595
abdefect,2016,1800,0.7516666666666667,0.8777555110220441,0.6256410256410256
